plus.created,victim.state,victim.industry.name
2014-01-13T13:46:00Z,DC,Public
2013-08-24T04:31:07Z,UT,Public
2014-08-04T01:24:00Z,IL,Public
2014-07-30T19:04:08Z,OR,Public
2014-02-21T04:07:15Z,ME,Public
2014-05-29T20:01:01Z,AR,Public
2014-08-11T16:32:00Z,TX,Public
2014-11-24T16:59:31Z,NE,Public
2014-02-21T04:07:15Z,WY,Public
2014-07-30T19:04:07Z,FL,Public
2018-07-27T15:27:18.295Z,TN,Public
2017-11-30T07:50:30.140Z,WA,Public
2016-02-10T07:07:18Z,OR,Public
2014-11-24T16:59:31Z,NY,Public
2013-07-02T16:48:42Z,TX,Public
2017-01-24T01:40:00Z,OH,Public
2013-10-07T17:26:00Z,FL,Public
2014-07-30T19:04:08Z,TX,Public
2014-05-29T20:01:01Z,MI,Public
2013-06-28T19:08:10Z,MI,Public
2013-12-11T20:13:34Z,NM,Public
2018-08-30T21:04:24.966Z,OH,Public
2013-12-11T20:13:34Z,MA,Public
2014-07-30T19:04:07Z,LA,Public
2014-11-12T19:35:00Z,OR,Public
2014-11-20T16:46:00Z,MT,Public
2018-02-07T03:12:22.997Z,VA,Public
2014-08-11T14:17:00Z,NC,Public
2013-09-28T06:12:00Z,DC,Public
2013-11-02T20:04:00Z,OH,Public
2014-05-29T20:01:01Z,MI,Public
2014-07-30T19:04:08Z,OR,Public
2013-12-30T01:45:00Z,WA,Public
2014-07-30T19:04:08Z,OR,Public
2014-07-30T19:04:08Z,OK,Public
2016-02-10T07:07:18Z,MN,Public
2020-11-10T23:30:08.878Z,US-DC,Public
2013-09-28T06:16:00Z,DC,Public
2016-09-15T00:13:00Z,WA,Public
2014-05-29T20:01:01Z,MI,Public
2014-05-29T20:01:01Z,LA,Public
2014-07-30T19:04:07Z,KS,Public
2020-05-29T18:32:08.540Z,AR,Public
2016-02-10T07:07:18Z,MA,Public
2013-09-13T15:16:00Z,MN,Public
2014-05-29T20:01:01Z,LA,Public
2016-08-23T18:21:00Z,IL,Public
2014-07-30T19:04:07Z,TX,Public
2021-11-18T22:23:00.428Z,WY,Public
2014-05-29T20:01:01Z,TN,Public
2018-10-19T00:44:53.587Z,MD,Public
2014-11-24T16:59:31Z,NE,Public
2017-12-19T02:47:44.021Z,NV,Public
2014-05-29T20:01:01Z,PR,Public
2014-11-24T16:59:31Z,OR,Public
2013-12-11T20:13:34Z,MA,Public
2014-02-21T04:07:15Z,NV,Public
2016-08-10T16:40:00Z,TN,Public
2013-02-11T18:03:46Z,CA,Public
2013-11-16T14:42:00Z,CA,Public
2014-07-30T19:04:08Z,NC,Public
2014-05-29T20:01:01Z,AL,Public
2014-07-30T19:04:08Z,OR,Public
2015-03-09T23:44:37Z,MI,Public
2014-03-12T18:30:00Z,WA,Public
2014-07-30T19:04:08Z,PA,Public
2013-12-11T20:13:34Z,AZ,Public
2017-11-08T19:44:02.153Z,TX,Public
2014-07-30T19:04:08Z,MO,Public
2013-09-28T06:08:00Z,DC,Public
2014-07-30T19:04:07Z,MO,Public
2014-11-24T16:59:31Z,MN,Public
2016-02-10T07:07:18Z,FL,Public
2013-03-14T19:58:41Z,DC,Public
2014-07-30T19:04:07Z,NC,Public
2020-06-03T01:45:58.689Z,IL,Public
2014-11-24T16:59:31Z,NE,Public
2016-08-02T13:53:00Z,AL,Public
2021-09-02T18:37:00.272Z,TX,Public
2014-07-30T19:04:08Z,TX,Public
2016-02-10T07:07:18Z,HI,Public
2016-02-10T07:07:18Z,CO,Public
2014-07-30T19:04:07Z,MO,Public
2014-11-24T16:59:31Z,NE,Public
2014-02-21T04:07:15Z,KS,Public
2014-08-25T15:22:00Z,ME,Public
2014-05-01T22:06:00Z,OR,Public
2014-07-30T19:04:07Z,VA,Public
2014-11-24T16:59:31Z,MN,Public
2014-02-21T04:07:15Z,NC,Public
2014-07-30T19:04:07Z,MS,Public
2013-09-19T14:55:00Z,NY,Public
2017-10-25T23:01:22.902Z,OH,Public
2013-12-11T20:13:34Z,SD,Public
2014-03-04T16:56:13Z,TN,Public
2019-10-17T16:59:14.425Z,ES-AN,Public
2018-02-04T08:03:16.989Z,TN,Public
2016-07-13T01:25:00Z,DC,Public
2016-02-05T16:23:00Z,FL,Public
2014-02-21T04:07:15Z,NV,Public
2014-05-29T20:01:01Z,FL,Public
2014-07-30T19:04:07Z,IL,Public
2014-11-24T16:59:31Z,SD,Public
2014-03-25T20:33:00Z,DC,Public
2013-02-19T18:51:13Z,FL,Public
2016-02-10T07:07:18Z,TX,Public
2014-05-29T20:01:01Z,MO,Public
2013-07-18T00:05:34Z,IN,Public
2014-07-30T19:04:08Z,OR,Public
2016-02-10T07:07:18Z,MA,Public
2016-02-10T07:07:18Z,MI,Public
2013-10-01T20:56:00Z,WA,Public
2013-02-12T23:47:00Z,NY,Public
2014-07-30T19:04:07Z,OK,Public
2014-07-30T19:04:08Z,AR,Public
2013-04-12T22:29:56Z,WY,Public
2014-11-24T16:59:31Z,MN,Public
2014-05-29T20:01:01Z,TN,Public
2018-10-16T04:23:32.254Z,NE,Public
2014-07-30T19:04:08Z,MO,Public
2014-07-30T19:04:07Z,KS,Public
2013-02-17T23:20:23Z,SC,Public
2013-02-14T04:19:23Z,MI,Public
2013-10-07T16:42:00Z,FL,Public
2014-07-30T19:04:08Z,OR,Public
2014-02-21T04:07:15Z,MA,Public
2017-11-07T20:44:43.936Z,TX,Public
2017-01-27T22:51:00Z,IL,Public
2013-09-10T20:13:32Z,FL,Public
2013-04-12T22:29:56Z,IA,Public
2023-11-18T01:42:54.036Z,CA,Public
2014-07-30T19:04:08Z,OR,Public
2017-10-25T21:18:23.489Z,Nevada,Public
2014-02-21T04:07:15Z,MN,Public
2014-09-03T17:49:00Z,FL,Public
2014-05-29T20:01:01Z,LA,Public
2014-11-24T16:59:31Z,OR,Public
2016-08-24T23:27:00Z,OH,Public
2017-10-25T22:10:57.160Z,Florida,Public
2013-09-13T20:43:00Z,NC,Public
2013-02-06T16:27:46Z,CA,Public
2014-11-21T06:36:00Z,AR,Public
2014-07-30T19:04:07Z,KS,Public
2014-11-24T16:59:31Z,OR,Public
2014-07-30T19:04:08Z,OR,Public
2014-05-29T20:01:01Z,TN,Public
2014-05-29T20:01:01Z,KY,Public
2014-05-29T20:01:01Z,FL,Public
2015-07-31T00:22:11Z,WA,Public
2013-10-02T14:38:00Z,DC,Public
2014-02-21T04:07:15Z,CT,Public
2014-05-29T20:01:01Z,KY,Public
2014-07-30T19:04:08Z,MO,Public
2014-06-16T13:20:00Z,AZ,Public
2016-09-19T12:27:00Z,CA,Public
2014-02-21T04:07:15Z,AZ,Public
2022-02-15T19:04:00.497Z,NH,Public
2013-02-12T22:54:31Z,AL,Public
2014-05-29T20:01:01Z,KY,Public
2014-02-21T04:07:15Z,AZ,Public
2014-07-30T19:04:08Z,OR,Public
2021-06-30T02:49:57.507Z,IL,Public
2014-05-29T20:01:01Z,LA,Public
2016-08-19T23:15:00Z,MN,Public
2014-05-29T20:01:01Z,OK,Public
2015-04-29T14:48:00Z,CA,Public
2014-11-24T16:59:31Z,MN,Public
2018-08-06T17:53:46.892Z,ID,Public
2020-11-10T04:49:26.083Z,US-LV,Public
2013-09-28T05:45:00Z,DC,Public
2013-04-12T22:29:56Z,PR,Public
2017-10-24T06:47:56.274Z,GA,Public
2013-09-10T20:13:32Z,DC,Public
2013-09-10T20:13:32Z,WA,Public
2013-11-04T18:24:00Z,AL,Public
2016-02-10T07:07:18Z,HI,Public
2014-02-21T04:07:15Z,FL,Public
2014-07-30T19:04:08Z,MO,Public
2014-07-30T19:04:08Z,OR,Public
2013-09-10T20:13:32Z,FL,Public
2014-05-29T20:01:01Z,FL,Public
2014-11-24T16:59:31Z,VT,Public
2014-11-24T16:59:31Z,IL,Public
2018-07-12T21:34:34.147Z,VA,Public
2019-09-26T23:36:45.417Z,GA,Public
2017-12-04T22:33:36.357Z,D.C,Public
2013-08-23T18:12:46Z,NY,Public
2014-11-24T16:59:31Z,MN,Public
2014-11-24T16:59:31Z,OR,Public
2013-09-10T20:13:32Z,OH,Public
2014-07-30T19:04:07Z,MS,Public
2013-04-12T22:29:56Z,TN,Public
2014-07-30T19:04:07Z,AR,Public
2013-04-12T22:29:56Z,NY,Public
2013-12-11T20:13:34Z,MA,Public
2014-02-17T18:42:00Z,TX,Public
2016-02-10T07:07:18Z,CA,Public
2014-02-21T04:07:15Z,CA,Public
2013-09-28T06:33:00Z,DC,Public
2014-07-30T19:04:07Z,KS,Public
2013-08-07T16:31:48Z,IN,Public
2014-11-24T16:59:31Z,TX,Public
2014-07-30T19:04:08Z,MO,Public
2016-02-10T07:07:18Z,WI,Public
2019-10-07T20:28:25.420Z,AU-NSW,Public
2014-07-30T19:04:07Z,AR,Public
2013-12-11T20:13:34Z,NH,Public
2015-07-23T17:24:49Z,MI,Public
2014-10-30T18:17:00Z,PA,Public
2013-07-05T17:15:48Z,NC,Public
2014-07-30T19:04:08Z,MO,Public
2014-07-30T19:04:07Z,NY,Public
2013-09-28T06:26:00Z,DC,Public
2014-02-21T04:07:15Z,NY,Public
2014-02-21T04:07:15Z,ME,Public
2014-05-29T20:01:01Z,AR,Public
2014-07-30T19:04:08Z,PA,Public
2013-12-11T20:13:34Z,OR,Public
2013-10-01T16:09:00Z,MN,Public
2016-09-06T14:31:00Z,TX,Public
2014-05-29T20:01:01Z,AR,Public
2013-12-11T20:13:34Z,VA,Public
2017-11-09T19:44:41.151Z,NC,Public
2014-11-24T16:59:31Z,SD,Public
2014-02-21T04:07:15Z,IA,Public
2016-09-26T13:44:00Z,MI,Public
2014-02-21T04:07:15Z,ME,Public
2015-03-25T23:02:56Z,DC,Public
2013-10-02T14:43:00Z,DC,Public
2019-11-19T21:52:22.964Z,NZ-AUK,Public
2019-10-31T19:29:55.576Z,US-NY,Public
2014-07-30T19:04:08Z,TX,Public
2015-07-24T14:01:00Z,AZ,Public
2014-07-30T19:04:08Z,MO,Public
2014-06-02T23:29:00Z,KY,Public
2013-08-21T23:20:49Z,DC,Public
2014-07-30T19:04:08Z,AR,Public
2013-04-12T22:29:56Z,DC,Public
2015-03-27T00:38:25Z,AL,Public
2014-07-30T19:04:07Z,KS,Public
2016-07-03T04:40:00Z,AL,Public
2016-02-10T07:07:18Z,GA,Public
2014-07-30T19:04:07Z,TX,Public
2014-05-29T20:01:01Z,GA,Public
2014-11-24T16:59:31Z,MN,Public
2014-07-30T19:04:07Z,AR,Public
2014-11-24T16:59:31Z,MN,Public
2013-02-17T01:51:12Z,MA,Public
2015-03-10T03:55:49Z,NY,Public
2014-05-29T20:01:01Z,OK,Public
2016-09-22T16:49:00Z,MN,Public
2016-08-30T22:50:00Z,IA,Public
2014-02-15T04:39:50Z,MI,Public
2014-04-03T16:39:00Z,KS,Public
2016-10-26T13:25:00Z,MO,Public
2014-07-30T19:04:08Z,DC,Public
2014-07-30T19:04:08Z,TX,Public
2014-05-29T20:01:01Z,OK,Public
2014-07-30T19:04:08Z,LA,Public
2017-11-30T08:52:09.195Z,WA,Public
2014-02-21T04:07:15Z,CA,Public
2014-05-29T20:01:01Z,IL,Public
2014-11-24T16:59:31Z,KY,Public
2016-12-07T18:58:00Z,CA,Public
2018-08-15T15:11:18.489Z,TX,Public
2013-04-12T22:29:56Z,PR,Public
2017-10-26T14:33:48Z,MA,Public
2014-05-29T20:01:01Z,WI,Public
2014-07-30T19:04:08Z,MS,Public
2014-02-14T05:07:41Z,VA,Public
2014-07-30T19:04:08Z,WV,Public
2014-11-24T16:59:31Z,MN,Public
2014-07-30T19:04:08Z,TX,Public
2015-07-23T16:25:50Z,HI,Public
2014-05-29T20:01:01Z,WV,Public
2014-05-29T20:01:01Z,GA,Public
2014-11-24T16:59:31Z,NE,Public
2013-12-17T20:09:00Z,MN,Public
2014-07-30T19:04:07Z,PA,Public
2013-12-15T00:57:00Z,IL,Public
2016-02-10T07:07:18Z,FL,Public
2013-09-09T20:22:00Z,NY,Public
2013-04-12T22:29:56Z,NY,Public
2014-11-12T20:41:00Z,NM,Public
2014-07-30T19:04:07Z,MO,Public
2014-11-24T16:59:31Z,NE,Public
